"Year","Period","Trade.Flow","Reporter","Commodity.Code","Netweight.kg","Trade.Value.USD","Netweight.kg.mean"
2010,201002,"Exports","Israel",701,NA,113000,2133502
2010,201003,"Exports","Israel",701,NA,114000,2133502
2010,201004,"Exports","Israel",701,NA,772000,2133502
2010,201005,"Exports","Israel",701,NA,2348000,2133502
2010,201006,"Exports","Israel",701,NA,1079000,2133502
2010,201011,"Exports","Ireland",701,4891280,1299948,4891280
2010,201012,"Exports","Ireland",701,2511800,697247,2511800
2010,201012,"Exports","Israel",701,NA,32000,2133502
2010,201001,"Exports","Bulgaria",701,300,143,300
2010,201003,"Exports","Bulgaria",701,500,258,500
2010,201001,"Exports","Egypt",701,NA,286610,2133502
2010,201001,"Exports","Ukraine",701,255,230,255
2010,201001,"Exports","Belgium",701,1713626,289621,1713626
2010,201002,"Exports","Ukraine",701,724,702,724
2010,201002,"Exports","Egypt",701,NA,1551258,2133502
2010,201002,"Imports","Ukraine",701,200000,48000,2e+05
2010,201002,"Exports","Belgium",701,834563,144555,834563
2010,201003,"Imports","Rep. of Moldova",701,12000,3060,12000
2010,201003,"Exports","Armenia",701,210000,143449,210000
2010,201003,"Exports","Egypt",701,NA,7528814,2133502
2010,201003,"Imports","Ukraine",701,640684,154871,640684
2010,201003,"Exports","Belgium",701,140569,28554,140569
2010,201004,"Exports","Egypt",701,12612150,4596925,12612150
2010,201004,"Exports","Ukraine",701,19360,6239,19360
2010,201004,"Imports","Ukraine",701,60097,14487,60097
2010,201004,"Exports","Belgium",701,223569,33332,223569
2010,201005,"Exports","Ukraine",701,4417,671,4417
2010,201005,"Exports","Belgium",701,305843,61210,305843
2010,201005,"Exports","Egypt",701,21753860,7876101,21753860
2010,201005,"Exports","Turkey",701,623122,341393,623122
2010,201006,"Exports","Ukraine",701,149994,42037,149994
2010,201006,"Exports","Belgium",701,4253499,743658,4253499
2010,201006,"Exports","Egypt",701,8486500,3358871,8486500
2010,201007,"Exports","Belgium",701,42596,6655,42596
2010,201007,"Exports","Ukraine",701,330,262,330
2010,201008,"Exports","Ukraine",701,422,251,422
2010,201008,"Exports","Rep. of Moldova",701,22000,7040,22000
2010,201008,"Exports","Belgium",701,422,153,422
2010,201009,"Exports","Turkey",701,980200,207480,980200
2010,201009,"Exports","Ukraine",701,415,456,415
2010,201009,"Exports","Armenia",701,90,64,90
2010,201009,"Imports","Armenia",701,78122,128073,78122
2010,201009,"Exports","Rep. of Moldova",701,1350745,338262,1350745
2010,201001,"Exports","Germany",701,71000,31108,71000
2010,201002,"Exports","Germany",701,260000,253296,260000
2010,201003,"Exports","Germany",701,743000,418700,743000
2010,201004,"Exports","Germany",701,3647180,1983500,3647180
2010,201004,"Exports","Sweden",701,2500,5135,2500
2010,201005,"Exports","Germany",701,3896384,1621859,3896384
2010,201006,"Exports","Germany",701,1418800,597633,1418800
2010,201007,"Exports","Germany",701,3385120,1837550,3385120
2010,201008,"Exports","Germany",701,3796520,2347876,3796520
2010,201009,"Exports","Germany",701,4482520,2893924,4482520
2010,201010,"Exports","Germany",701,5284580,2902022,5284580
2010,201011,"Exports","Germany",701,6126500,2802229,6126500
2010,201012,"Exports","Germany",701,1161376,673290,1161376
2010,201012,"Exports","Sweden",701,40000,11566,40000
2010,201001,"Exports","France",701,1214100,606723,1214100
2010,201002,"Exports","France",701,775900,515515,775900
2010,201003,"Exports","France",701,718100,524878,718100
2010,201004,"Exports","France",701,429800,330124,429800
2010,201005,"Exports","France",701,1384800,450032,1384800
2010,201006,"Exports","France",701,751000,232496,751000
2010,201006,"Exports","Spain",701,45800,24048,45800
2010,201007,"Exports","France",701,55000,62997,55000
2010,201008,"Exports","France",701,203100,195731,203100
2010,201009,"Exports","France",701,1582100,828505,1582100
2010,201010,"Imports","France",701,19900,12202,19900
2010,201010,"Exports","France",701,1837600,941716,1837600
2010,201010,"Exports","Spain",701,26000,10478,26000
2010,201011,"Exports","France",701,1763700,1007158,1763700
2010,201012,"Imports","Spain",701,26000,9967,26000
2010,201012,"Exports","France",701,3498100,1676820,3498100
2010,201002,"Exports","Poland",701,3600,3476,3600
2010,201003,"Exports","Poland",701,16400,15985,16400
2010,201003,"Exports","Pakistan",701,559520,137502,559520
2010,201004,"Exports","Pakistan",701,332610,79858,332610
2010,201004,"Exports","Poland",701,4000,3768,4000
2010,201005,"Exports","Czech Rep.",701,20000,10148,20000
2010,201005,"Exports","Poland",701,75000,57369,75000
2010,201005,"Exports","Denmark",701,500,565,500
2010,201006,"Exports","Poland",701,135300,104102,135300
2010,201007,"Exports","Poland",701,103900,47867,103900
2010,201007,"Exports","Pakistan",701,107806,16373,107806
2010,201009,"Exports","Poland",701,199800,50119,199800
2010,201010,"Exports","Denmark",701,49200,20901,49200
2010,201010,"Exports","Poland",701,2103900,565677,2103900
2010,201011,"Exports","Denmark",701,703500,318689,703500
2010,201011,"Exports","Poland",701,3123600,860054,3123600
2010,201012,"Exports","Denmark",701,2421000,1010885,2421000
2010,201012,"Exports","Poland",701,2867400,944435,2867400
2010,201001,"Imports","Kazakhstan",701,5517470,965212,5517470
2010,201002,"Imports","Kazakhstan",701,7362560,1344173,7362560
2010,201003,"Imports","Kazakhstan",701,10051400,1755207,10051400
2010,201004,"Imports","Kazakhstan",701,6035590,1082194,6035590
2010,201005,"Imports","Kazakhstan",701,8580110,1626220,8580110
2010,201006,"Imports","Kazakhstan",701,3077210,560639,3077210
2010,201006,"Exports","Kazakhstan",701,27000,1286,27000
2010,201007,"Imports","Kazakhstan",701,66000,10660,66000
2010,201010,"Exports","Kazakhstan",701,225000,45133,225000
2010,201011,"Exports","Kazakhstan",701,20000,3252,20000
2010,201012,"Exports","Kazakhstan",701,40000,6530,40000
2010,201001,"Exports","Finland",701,2719200,611447,2719200
2010,201002,"Exports","Finland",701,3000100,803898,3000100
2010,201003,"Exports","Finland",701,3818800,1272050,3818800
2010,201004,"Exports","Finland",701,3963900,1472541,3963900
2010,201004,"Exports","Rwanda",701,1400,281,1400
2010,201004,"Exports","Estonia",701,40000,15633,40000
2010,201005,"Exports","Serbia",701,18650,12571,18650
2010,201005,"Exports","Finland",701,4562400,1204766,4562400
2010,201006,"Exports","Finland",701,4126900,717692,4126900
2010,201006,"Exports","Serbia",701,229372,136256,229372
2010,201007,"Exports","Finland",701,623200,109778,623200
2010,201007,"Exports","Serbia",701,56520,27852,56520
2010,201008,"Imports","Finland",701,22000,3687,22000
2010,201008,"Exports","Finland",701,360400,71569,360400
2010,201009,"Exports","Estonia",701,464100,181139,464100
2010,201009,"Exports","Finland",701,3542300,929786,3542300
2010,201010,"Exports","Finland",701,5193700,1767754,5193700
2010,201010,"Exports","Estonia",701,527600,210345,527600
2010,201011,"Exports","Finland",701,6648900,2580599,6648900
2010,201011,"Imports","Estonia",701,20500,6472,20500
2010,201011,"Exports","Estonia",701,1129100,437270,1129100
2010,201012,"Exports","Estonia",701,1918200,702867,1918200
2010,201012,"Exports","Finland",701,5905600,2310779,5905600
2010,201001,"Exports","Morocco",701,48000,20436,48000
2010,201001,"Exports","EU-28",701,18516585,3937312,18516585
2010,201002,"Exports","United States of America",701,NA,19950,2133502
2010,201002,"Exports","EU-28",701,14678707,3911615,14678707
2010,201003,"Exports","United Kingdom",701,20000,14067,20000
2010,201003,"Exports","EU-28",701,31936445,8662307,31936445
2010,201004,"Exports","EU-28",701,36493541,13513449,36493541
2010,201004,"Exports","United Kingdom",701,1300000,673026,1300000
2010,201005,"Exports","United Kingdom",701,80200,63610,80200
2010,201005,"Exports","EU-28",701,43130522,10297466,43130522
2010,201006,"Exports","EU-28",701,35200679,7210380,35200679
2010,201007,"Exports","EU-28",701,4670340,2260262,4670340
2010,201008,"Imports","EU-28",701,22000,3687,22000
2010,201008,"Exports","EU-28",701,4817319,2899983,4817319
2010,201009,"Imports","EU-28",701,59390,23588,59390
2010,201009,"Exports","EU-28",701,19460410,8238721,19460410
2010,201009,"Exports","United States of America",701,NA,355950,2133502
2010,201010,"Exports","United States of America",701,NA,31920,2133502
2010,201010,"Imports","EU-28",701,39939,21004,39939
2010,201010,"Exports","EU-28",701,36476010,14148280,36476010
2010,201011,"Exports","United States of America",701,NA,23954,2133502
2010,201011,"Exports","EU-28",701,90196790,35709957,90196790
2010,201011,"Imports","EU-28",701,83500,25834,83500
2010,201012,"Exports","United Kingdom",701,4576400,1277898,4576400
2010,201012,"Imports","EU-28",701,26000,9967,26000
2010,201012,"Exports","United States of America",701,NA,12600,2133502
2010,201012,"Exports","EU-28",701,119017725,47844534,119017725
2010,201009,"Exports","Belgium",701,1675455,546304,1675455
2010,201010,"Exports","Turkey",701,174600,37873,174600
2010,201010,"Exports","Rep. of Moldova",701,1984250,426931,1984250
2010,201010,"Exports","Ukraine",701,1330162,515352,1330162
2010,201010,"Exports","Belgium",701,6475573,2377978,6475573
2010,201011,"Exports","Ukraine",701,2371945,948194,2371945
2010,201011,"Exports","Turkey",701,67800,37290,67800
2010,201011,"Exports","Belgium",701,16521083,5884022,16521083
2010,201011,"Exports","Rep. of Moldova",701,5564578,1076682,5564578
2010,201012,"Imports","Armenia",701,33608,94698,33608
2010,201012,"Exports","TFYR of Macedonia",701,140219,62743,140219
2010,201012,"Exports","Ukraine",701,2241063,1058794,2241063
2010,201012,"Exports","Turkey",701,3368400,768670,3368400
2010,201012,"Exports","Belgium",701,2954696,1227900,2954696
2010,201012,"Exports","Rep. of Moldova",701,7200299,1362307,7200299
2010,201012,"Exports","Armenia",701,21056,6935,21056
2010,201001,"Exports","Latvia",701,241005,42309,241005
2010,201001,"Exports","Lithuania",701,485113,196965,485113
2010,201002,"Exports","Latvia",701,25150,10351,25150
2010,201002,"Exports","Lithuania",701,733183,294756,733183
2010,201002,"Exports","Australia",701,4,3995,4
2010,201003,"Exports","Latvia",701,22500,28740,22500
2010,201003,"Exports","Lithuania",701,567935,234678,567935
2010,201004,"Exports","Lithuania",701,391677,219638,391677
2010,201004,"Exports","Austria",701,120000,53899,120000
2010,201005,"Exports","Lithuania",701,441307,278825,441307
2010,201006,"Exports","Lithuania",701,666024,361203,666024
2010,201007,"Exports","Lithuania",701,267394,133100,267394
2010,201008,"Exports","Lithuania",701,388391,229662,388391
2010,201009,"Exports","Latvia",701,80200,20281,80200
2010,201009,"Exports","Lithuania",701,1392509,587443,1392509
2010,201009,"Imports","Lithuania",701,59390,23462,59390
2010,201010,"Exports","Latvia",701,100100,27303,100100
2010,201010,"Exports","Lithuania",701,2412551,1012233,2412551
2010,201010,"Exports","Austria",701,21000,6156,21000
2010,201010,"Imports","Lithuania",701,20010,8797,20010
2010,201011,"Exports","Lithuania",701,3217351,1313218,3217351
2010,201011,"Exports","Latvia",701,1333455,480119,1333455
2010,201011,"Imports","Lithuania",701,63000,19426,63000
2010,201012,"Exports","Lithuania",701,5592784,2312435,5592784
2010,201012,"Exports","Latvia",701,420765,108451,420765
2010,201001,"Exports","China",701,540060,162022,540060
2010,201002,"Exports","China",701,289444,86835,289444
2010,201003,"Exports","China",701,671852,197835,671852
2010,201004,"Exports","Canada",701,520000,311957,520000
2010,201004,"Exports","China",701,1077284,346663,1077284
2010,201005,"Exports","Canada",701,1276000,740674,1276000
2010,201005,"Exports","China",701,1386329,385741,1386329
2010,201006,"Exports","China",701,8980336,2457613,8980336
2010,201007,"Exports","China",701,17586544,4995578,17586544
2010,201008,"Exports","China",701,3829980,1126402,3829980
2010,201009,"Exports","China",701,271704,110712,271704
2010,201010,"Exports","China",701,370703,124684,370703
2010,201011,"Exports","China",701,124789,45087,124789
2010,201012,"Exports","Croatia",701,62400,21242,62400
2010,201012,"Exports","China",701,324838,134225,324838
2010,201012,"Exports","Canada",701,799000,334654,799000
2011,201105,"Exports","Spain",701,59800,52756,59800
2011,201106,"Exports","Spain",701,40700,31625,40700
2011,201107,"Exports","Spain",701,46100,14464,46100
2011,201107,"Exports","Greece",701,60800,17916,60800
2011,201101,"Exports","Germany",701,5430285,3081539,5430285
2011,201102,"Exports","Germany",701,8520505,5101714,8520505
2011,201102,"Exports","Sweden",701,66600,27980,66600
2011,201103,"Exports","Germany",701,12902245,9039420,12902245
2011,201104,"Exports","Sweden",701,36000,17143,36000
2011,201104,"Exports","Germany",701,10551117,7735099,10551117
2011,201105,"Exports","Sweden",701,36000,15998,36000
2011,201105,"Exports","Germany",701,1598973,1101332,1598973
2011,201106,"Exports","Germany",701,245980,170719,245980
2011,201107,"Exports","Germany",701,2342200,1385961,2342200
2011,201108,"Exports","Germany",701,6000,2295,6000
2011,201109,"Exports","Germany",701,63660,16791,63660
2011,201111,"Exports","Germany",701,26050,4338,26050
2011,201101,"Exports","United States of America",701,NA,15400,2362371
2011,201101,"Exports","United Kingdom",701,522000,233229,522000
2011,201101,"Exports","Egypt",701,NA,3298090,2362371
2011,201102,"Exports","Egypt",701,NA,23123863,2362371
2011,201102,"Exports","United States of America",701,NA,83130,2362371
2011,201102,"Exports","United Kingdom",701,7261466,2908570,7261466
2011,201102,"Imports","Kazakhstan",701,4419,11661,4419
2011,201103,"Exports","United Kingdom",701,3079275,1643399,3079275
2011,201103,"Exports","Egypt",701,NA,26598967,2362371
2011,201103,"Exports","United States of America",701,NA,65721,2362371
2011,201103,"Imports","Kazakhstan",701,60075,33868,60075
2011,201104,"Exports","United Kingdom",701,3220242,1670369,3220242
2011,201104,"Exports","United States of America",701,NA,23760,2362371
2011,201104,"Exports","Kazakhstan",701,650000,343616,650000
2011,201104,"Exports","Egypt",701,NA,21670102,2362371
2011,201104,"Imports","Kazakhstan",701,119925,70403,119925
2011,201105,"Exports","United Kingdom",701,3994650,2178687,3994650
2011,201105,"Exports","Kazakhstan",701,230000,71119,230000
2011,201105,"Exports","Algeria",701,55000,8274,55000
2011,201105,"Imports","Kazakhstan",701,20000,27671,20000
2011,201105,"Exports","Egypt",701,NA,40321001,2362371
2011,201106,"Imports","Kazakhstan",701,2985,2199,2985
2011,201106,"Exports","Egypt",701,NA,197120,2362371
2011,201106,"Exports","United Kingdom",701,949750,460775,949750
2011,201106,"Exports","United States of America",701,NA,15062,2362371
2011,201107,"Exports","United Kingdom",701,51500,26000,51500
2011,201107,"Imports","Kazakhstan",701,800,500,800
2011,201107,"Exports","Kazakhstan",701,2400,800,2400
2011,201108,"Exports","Kazakhstan",701,50000,48300,50000
2011,201108,"Imports","Kazakhstan",701,5500,3800,5500
2011,201108,"Exports","United Kingdom",701,40000,22397,40000
2011,201109,"Exports","Egypt",701,NA,46169,2362371
2011,201109,"Exports","United States of America",701,NA,473777,2362371
2011,201101,"Exports","France",701,4250100,2389169,4250100
2011,201102,"Exports","France",701,3057400,1755316,3057400
2011,201103,"Exports","France",701,3531900,2234660,3531900
2011,201104,"Exports","France",701,2707600,1523313,2707600
2011,201105,"Exports","France",701,641900,510061,641900
2011,201106,"Exports","France",701,310300,248639,310300
2011,201107,"Exports","France",701,93800,98450,93800
2011,201109,"Exports","France",701,180500,85704,180500
2011,201110,"Exports","France",701,250500,123998,250500
2011,201111,"Exports","France",701,362600,175848,362600
2011,201111,"Imports","Georgia",701,100466,18379,100466
2011,201112,"Imports","Georgia",701,40000,7168,40000
2011,201112,"Exports","France",701,1799000,449035,1799000
2011,201101,"Exports","Belgium",701,8001825,3939740,8001825
2011,201101,"Exports","Kyrgyzstan",701,6951432,1337683,6951432
2011,201101,"Exports","Lithuania",701,8078381,3934585,8078381
2011,201101,"Imports","Lithuania",701,40000,11587,40000
2011,201101,"Exports","Latvia",701,1551552,562105,1551552
2011,201102,"Exports","Lithuania",701,3565979,2093958,3565979
2011,201102,"Exports","Armenia",701,205000,141000,205000
2011,201102,"Exports","Belgium",701,8376500,4235656,8376500
2011,201102,"Imports","Lithuania",701,39940,17984,39940
2011,201102,"Exports","Kyrgyzstan",701,2579284,364954,2579284
2011,201102,"Exports","Latvia",701,1116325,509757,1116325
2011,201103,"Exports","Latvia",701,1480890,654165,1480890
2011,201103,"Exports","Kyrgyzstan",701,4713099,803397,4713099
2011,201103,"Exports","Lithuania",701,3769788,2174224,3769788
2011,201103,"Exports","Belgium",701,4915004,2226524,4915004
2011,201103,"Imports","Lithuania",701,20000,9649,20000
2011,201104,"Exports","Belgium",701,1145389,471686,1145389
2011,201104,"Exports","Latvia",701,445830,188687,445830
2011,201104,"Exports","Armenia",701,123000,85120,123000
2011,201104,"Exports","Lithuania",701,2146520,1289802,2146520
2011,201105,"Exports","Kyrgyzstan",701,14925738,2601868,14925738
2011,201105,"Exports","Lithuania",701,1202172,770598,1202172
2011,201105,"Exports","Belgium",701,3169106,1295325,3169106
2011,201105,"Exports","Latvia",701,239485,123400,239485
2011,201106,"Imports","Lithuania",701,11604,12479,11604
2011,201106,"Exports","Lithuania",701,569691,380852,569691
2011,201106,"Exports","Latvia",701,40928,18989,40928
2011,201106,"Exports","Belgium",701,21000,6417,21000
2011,201107,"Exports","Bosnia Herzegovina",701,38486,16033,38486
2011,201107,"Exports","Belgium",701,144000,44563,144000
2011,201107,"Exports","Latvia",701,123150,49338,123150
2011,201107,"Exports","Kyrgyzstan",701,15447090,2767314,15447090
2011,201107,"Exports","Armenia",701,20000,6461,20000
2011,201101,"Exports","Pakistan",701,6360127,1134388,6360127
2011,201101,"Exports","Denmark",701,4411000,2108408,4411000
2011,201101,"Exports","Poland",701,3008415,1016043,3008415
2011,201102,"Exports","Denmark",701,1350800,782948,1350800
2011,201102,"Exports","Poland",701,1879025,648538,1879025
2011,201102,"Exports","Pakistan",701,33072989,6587693,33072989
2011,201103,"Exports","Denmark",701,1286200,537590,1286200
2011,201103,"Exports","Poland",701,1880262,729507,1880262
2011,201103,"Exports","Pakistan",701,45894302,9683736,45894302
2011,201104,"Exports","Denmark",701,1661500,702647,1661500
2011,201104,"Exports","Czech Rep.",701,80000,63473,80000
2011,201104,"Exports","Poland",701,1223790,568609,1223790
2011,201104,"Exports","Pakistan",701,29550904,5972019,29550904
2011,201105,"Exports","Denmark",701,120000,67807,120000
2011,201105,"Exports","Pakistan",701,2427334,715172,2427334
2011,201105,"Exports","Poland",701,394935,330843,394935
2011,201106,"Exports","Poland",701,1350460,948467,1350460
2011,201106,"Exports","Cyprus",701,22500,8748,22500
2011,201107,"Exports","Cyprus",701,22500,11925,22500
2011,201107,"Exports","Poland",701,1114395,583060,1114395
2011,201109,"Exports","Poland",701,121900,52693,121900
2011,201111,"Exports","Poland",701,13760,6216,13760
2011,201112,"Exports","Poland",701,31500,9815,31500
2011,201101,"Exports","Estonia",701,3543100,1438004,3543100
2011,201101,"Exports","Finland",701,6857100,3316807,6857100
2011,201102,"Imports","Finland",701,2000,710,2000
2011,201102,"Exports","Estonia",701,963300,422518,963300
2011,201102,"Exports","Finland",701,6432000,3595747,6432000
2011,201103,"Exports","Finland",701,6148900,3575835,6148900
2011,201103,"Exports","Estonia",701,1174400,516087,1174400
2011,201104,"Exports","Finland",701,5290400,3112251,5290400
2011,201104,"Exports","Estonia",701,423800,181536,423800
2011,201105,"Exports","Finland",701,2962500,1290030,2962500
2011,201105,"Exports","Estonia",701,199800,67334,199800
2011,201106,"Exports","Finland",701,2273300,894790,2273300
2011,201106,"Exports","Estonia",701,42000,18690,42000
2011,201106,"Exports","Romania",701,61300,19884,61300
2011,201107,"Exports","Romania",701,560513,174169,560513
2011,201107,"Exports","Finland",701,954000,418349,954000
2011,201107,"Exports","Estonia",701,166400,68453,166400
2011,201107,"Imports","Romania",701,21000,4525,21000
2011,201109,"Exports","Finland",701,173400,49503,173400
2011,201110,"Exports","Finland",701,380500,128192,380500
2011,201111,"Exports","Finland",701,780600,185893,780600
2011,201112,"Exports","Finland",701,1886800,438768,1886800
2011,201101,"Exports","Ireland",701,7852390,2296891,7852390
2011,201101,"Exports","Israel",701,NA,51000,2362371
2011,201101,"Exports","India",701,518500,320555,518500
2011,201101,"Exports","Serbia",701,222685,134086,222685
2011,201102,"Exports","Serbia",701,320100,220192,320100
2011,201102,"Exports","Israel",701,NA,614000,2362371
2011,201102,"Exports","India",701,6457200,2565810,6457200
2011,201102,"Exports","Ireland",701,2845930,822246,2845930
2011,201103,"Exports","Ireland",701,6105560,2205321,6105560
2011,201103,"Exports","Israel",701,NA,1829000,2362371
2011,201103,"Exports","India",701,8499032,3455077,8499032
2011,201104,"Exports","India",701,3909000,1173680,3909000
2011,201104,"Exports","Ireland",701,260000,157707,260000
2011,201104,"Exports","Israel",701,NA,1435000,2362371
2011,201105,"Exports","India",701,2181597,669468,2181597
2011,201105,"Exports","Israel",701,NA,3703000,2362371
2011,201105,"Exports","Ireland",701,104000,109674,104000
2011,201106,"Exports","Serbia",701,1655824,889870,1655824
2011,201106,"Exports","Israel",701,NA,5306000,2362371
2011,201106,"Exports","India",701,813000,380881,813000
2011,201107,"Exports","India",701,28000,6763,28000
2011,201107,"Exports","Serbia",701,2138576,863268,2138576
2011,201107,"Exports","Israel",701,NA,4750000,2362371
2011,201108,"Exports","Israel",701,NA,57000,2362371
2011,201111,"Exports","Israel",701,NA,68000,2362371
2011,201112,"Exports","Israel",701,NA,172000,2362371
2011,201101,"Exports","TFYR of Macedonia",701,645710,317623,645710
2011,201101,"Exports","EU-28",701,172586353,85489332,172586353
2011,201101,"Exports","Rep. of Moldova",701,8841270,1735708,8841270
2011,201101,"Re-exports","Rep. of Moldova",701,20490,3278,20490
2011,201101,"Exports","United Arab Emirates",701,55380,35688,55380
2011,201101,"Re-exports","United Arab Emirates",701,55380,35688,55380
2011,201101,"Imports","EU-28",701,40000,11618,40000
2011,201101,"Exports","Turkey",701,2552650,722373,2552650
2011,201101,"Exports","Ukraine",701,3882919,1308523,3882919
2011,201102,"Imports","EU-28",701,41941,18680,41941
2011,201102,"Exports","EU-28",701,130302706,68507428,130302706
2011,201102,"Exports","Rep. of Moldova",701,3738019,743841,3738019
2011,201102,"Exports","Turkey",701,5670230,1840099,5670230
2011,201102,"Exports","Ukraine",701,2763009,1074635,2763009
2011,201102,"Exports","TFYR of Macedonia",701,515132,309173,515132
2011,201103,"Exports","Turkey",701,1783000,431878,1783000
2011,201103,"Exports","Ukraine",701,1108994,336258,1108994
2011,201103,"Imports","EU-28",701,20000,9666,20000
2011,201103,"Exports","TFYR of Macedonia",701,59523,45046,59523
2011,201103,"Exports","EU-28",701,138448205,72431718,138448205
2011,201103,"Exports","Rep. of Moldova",701,7450251,1640623,7450251
2011,201104,"Exports","Ukraine",701,60804,16262,60804
2011,201104,"Exports","EU-28",701,89788275,53575926,89788275
2011,201104,"Exports","Rep. of Moldova",701,2919375,623227,2919375
2011,201104,"Exports","Turkey",701,1073800,338230,1073800
2011,201105,"Imports","Ukraine",701,60630,14551,60630
2011,201105,"Exports","TFYR of Macedonia",701,5759,2446,5759
2011,201105,"Exports","EU-28",701,33908155,16834693,33908155
2011,201105,"Exports","Ukraine",701,9245,3671,9245
2011,201105,"Exports","Rep. of Moldova",701,207670,46950,207670
2011,201106,"Exports","Rep. of Moldova",701,326200,69628,326200
2011,201106,"Exports","TFYR of Macedonia",701,767720,207937,767720
2011,201101,"Exports","Netherlands",701,114847000,59016465,114847000
2011,201101,"Exports","Belarus",701,7763920,2506200,7763920
2011,201102,"Exports","Netherlands",701,79376790,42779175,79376790
2011,201102,"Exports","Belarus",701,5533844,1982000,5533844
2011,201103,"Imports","Belarus",701,6333,7300,6333
2011,201103,"Exports","Netherlands",701,82953300,42371795,82953300
2011,201103,"Exports","Belarus",701,6747642,2877600,6747642
2011,201104,"Exports","Belarus",701,2621210,1116000,2621210
2011,201104,"Exports","Netherlands",701,56660500,33961505,56660500
2011,201105,"Exports","Netherlands",701,15447630,6799125,15447630
2011,201105,"Imports","Belarus",701,178038,94800,178038
2011,201105,"Exports","Belarus",701,3283907,1301600,3283907
2011,201106,"Exports","Netherlands",701,3408305,1468780,3408305
2011,201106,"Exports","Belarus",701,389732,166100,389732
2011,201106,"Imports","Netherlands",701,12500,9532,12500
2011,201107,"Exports","Netherlands",701,2842800,1193858,2842800
2011,201107,"Exports","Bulgaria",701,19500,6832,19500
2011,201107,"Exports","Belarus",701,1846300,731700,1846300
2011,201108,"Exports","Netherlands",701,322818,194144,322818
2011,201108,"Exports","Belarus",701,1241650,308700,1241650
2011,201109,"Exports","Belarus",701,3873038,668200,3873038
2011,201109,"Exports","Netherlands",701,498412,140807,498412
2011,201110,"Exports","Netherlands",701,919644,205863,919644
2011,201110,"Exports","Belarus",701,5518164,797800,5518164
2011,201111,"Exports","Belarus",701,2776632,1515100,2776632
2011,201111,"Exports","Netherlands",701,4566510,2235616,4566510
2011,201112,"Exports","Netherlands",701,3524300,1155772,3524300
2011,201112,"Imports","Belarus",701,20620,1500,20620
2011,201112,"Exports","Belarus",701,2433591,307500,2433591
2011,201109,"Exports","United Kingdom",701,74000,25655,74000
2011,201109,"Imports","Kazakhstan",701,203000,26300,203000
2011,201110,"Exports","United States of America",701,NA,13500,2362371
2011,201110,"Imports","Kazakhstan",701,244700,44100,244700
2011,201111,"Imports","Kazakhstan",701,147000,27300,147000
2011,201111,"Exports","United States of America",701,NA,17100,2362371
2011,201107,"Exports","Lithuania",701,877407,526109,877407
2011,201108,"Exports","Belgium",701,68400,32022,68400
2011,201108,"Exports","Lithuania",701,347579,296767,347579
2011,201108,"Exports","Kyrgyzstan",701,15576890,2786442,15576890
2011,201109,"Exports","Lithuania",701,787394,610867,787394
2011,201109,"Exports","Belgium",701,173914,41174,173914
2011,201110,"Exports","Belgium",701,25055,6010,25055
2011,201110,"Exports","Lithuania",701,898119,528298,898119
2011,201111,"Exports","Belgium",701,116000,18775,116000
2011,201111,"Exports","Lithuania",701,870667,561816,870667
2011,201112,"Exports","Belgium",701,244917,45810,244917
2011,201112,"Exports","Lithuania",701,1115307,584816,1115307
2011,201112,"Exports","Latvia",701,6950,5792,6950
2011,201106,"Exports","Turkey",701,1059050,506395,1059050
2011,201106,"Exports","EU-28",701,10916765,5623629,10916765
2011,201106,"Imports","EU-28",701,28104,25557,28104
2011,201106,"Exports","Ukraine",701,9145,1227,9145
2011,201107,"Imports","Malaysia",701,200000,41381,2e+05
2011,201107,"Exports","EU-28",701,9439053,4616215,9439053
2011,201107,"Imports","EU-28",701,21000,4500,21000
2011,201107,"Exports","TFYR of Macedonia",701,241000,59187,241000
2011,201107,"Exports","Rep. of Moldova",701,1246190,303347,1246190
2011,201107,"Exports","Ukraine",701,227023,89217,227023
2011,201107,"Re-exports","Rep. of Moldova",701,331575,97550,331575
2011,201108,"Exports","Turkey",701,24300,12010,24300
2011,201108,"Exports","EU-28",701,784872,547842,784872
2011,201108,"Exports","Ukraine",701,155,119,155
2011,201108,"Exports","TFYR of Macedonia",701,21000,2604,21000
2011,201109,"Exports","EU-28",701,2197146,1043827,2197146
2011,201110,"Exports","EU-28",701,2519415,1004850,2519415
2011,201110,"Exports","Ukraine",701,21200,6547,21200
2011,201111,"Exports","Ukraine",701,360,249,360
2011,201111,"Exports","EU-28",701,6928655,3218322,6928655
2011,201112,"Exports","EU-28",701,8611235,2690041,8611235
2011,201112,"Exports","Ukraine",701,15265,4944,15265
2011,201101,"Exports","China",701,1082839,298492,1082839
2011,201101,"Exports","Canada",701,41495000,5915100,41495000
2011,201101,"Exports","Croatia",701,792280,299632,792280
2011,201102,"Exports","China",701,772789,320416,772789
2011,201102,"Exports","Croatia",701,264600,108874,264600
2011,201102,"Exports","Canada",701,2994000,1328115,2994000
2011,201103,"Exports","Croatia",701,60900,29437,60900
2011,201103,"Exports","China",701,1735934,750843,1735934
2011,201103,"Exports","Canada",701,2067000,796903,2067000
2011,201104,"Exports","Canada",701,1190000,414279,1190000
2011,201104,"Exports","China",701,3159396,1292854,3159396
2011,201105,"Exports","Canada",701,182000,87115,182000
2011,201105,"Exports","China",701,7019822,2846594,7019822
