"Year","Period","Trade.Flow","Reporter","Commodity.Code","Netweight.kg","Trade.Value.USD","Netweight.kg.mean"
2016,201604,"Exports","Turkey",704,178743,67329,178743
2016,201603,"Imports","Turkey",704,18420,15186,18420
2016,201609,"Exports","Lithuania",704,3657,1619,3657
2016,201612,"Exports","Lithuania",704,3805,4060,3805
2016,201610,"Exports","Lithuania",704,8650,5876,8650
2016,201603,"Exports","Bosnia Herzegovina",704,3043,976,3043
2016,201611,"Exports","Lithuania",704,5920,4352,5920
2016,201605,"Exports","Lithuania",704,12050,5431,12050
2016,201604,"Exports","Lithuania",704,3320,2300,3320
2016,201610,"Imports","Belarus",704,32,100,32
2016,201604,"Exports","Serbia",704,768407,439098,768407
2016,201601,"Exports","Belarus",704,2402443,492700,2402443
2016,201611,"Exports","Belarus",704,17348083,2934500,17348083
2016,201611,"Exports","Serbia",704,49159,79643,49159
2016,201612,"Exports","India",704,3000,3086,3000
2016,201611,"Imports","Belarus",704,16750,11600,16750
2016,201601,"Exports","Serbia",704,185105,153605,185105
2016,201609,"Exports","Serbia",704,1910,1186,1910
2016,201612,"Exports","Serbia",704,134132,67713,134132
2016,201604,"Exports","Belarus",704,3164032,737800,3164032
2016,201603,"Exports","Belarus",704,1198811,260900,1198811
2016,201602,"Exports","Belarus",704,2739635,634100,2739635
2016,201608,"Imports","Belarus",704,48,100,48
2016,201608,"Exports","Belarus",704,1937470,306900,1937470
2016,201605,"Exports","Belarus",704,455385,108900,455385
2016,201607,"Exports","Serbia",704,49235,12481,49235
2016,201605,"Imports","Serbia",704,50587,27663,50587
2016,201606,"Exports","Serbia",704,83619,27947,83619
2016,201601,"Imports","Belarus",704,28982,11000,28982
2016,201606,"Imports","Serbia",704,54532,33791,54532
2016,201611,"Exports","Kazakhstan",704,62793,9119,62793
2016,201605,"Exports","",704,32843,22332,32843
2016,201602,"Exports","Kyrgyzstan",704,19200,4992,19200
2016,201612,"Imports","Armenia",704,3,23,3
2016,201605,"Exports","Armenia",704,21606,5290,21606
2016,201603,"Exports","Kazakhstan",704,619982,5503,619982
2016,201611,"Exports","Armenia",704,15120,13801,15120
2016,201608,"Imports","Kazakhstan",704,1456,532,1456
2016,201602,"Imports","Kazakhstan",704,1442,362,1442
2016,201602,"Exports","Kazakhstan",704,185995,27103,185995
2016,201610,"Exports","Kazakhstan",704,118959,17032,118959
2016,201610,"Imports","Kazakhstan",704,20269,8038,20269
2016,201610,"Exports","Armenia",704,71745,68819,71745
2016,201604,"Imports","Kazakhstan",704,2456,2184,2456
2016,201612,"Exports","Kazakhstan",704,1205,233,1205
2016,201604,"Exports","Armenia",704,127341,45195,127341
2016,201604,"Exports","Kazakhstan",704,1388788,381505,1388788
2016,201605,"Imports","Kazakhstan",704,4382,2885,4382
2016,201605,"Exports","Kazakhstan",704,393872,76872,393872
2016,201612,"Imports","Kazakhstan",704,4074,948,4074
2016,201603,"Imports","Kazakhstan",704,5125,5084,5125
2016,201606,"Imports","Mongolia",704,3350,616,3350
2016,201604,"Exports","Rep. of Moldova",704,8,4,8
2016,201605,"Imports","Mongolia",704,11260,2534,11260
2016,201609,"Exports","EU-28",704,3657,1618,3657
2016,201602,"Exports","EU-28",704,4032,5511,4032
2016,201611,"Imports","Mongolia",704,680,194,680
2016,201604,"Exports","EU-28",704,3320,2301,3320
2016,201612,"Imports","Mongolia",704,461400,43991,461400
2016,201605,"Exports","EU-28",704,12050,5429,12050
2016,201612,"Exports","EU-28",704,3805,4060,3805
2016,201610,"Exports","EU-28",704,8650,5866,8650
2016,201604,"Imports","Mongolia",704,22518,5159,22518
2016,201611,"Exports","EU-28",704,5920,4348,5920
2016,201607,"Imports","Mongolia",704,40,12,40
2016,201601,"Exports","TFYR of Macedonia",704,153500,86280,153500
2016,201607,"Exports","Ukraine",704,21,6,21
2016,201605,"Exports","TFYR of Macedonia",704,776352,318327,776352
2016,201605,"Exports","Ukraine",704,20,6,20
2016,201606,"Exports","TFYR of Macedonia",704,147751,46158,147751
2016,201601,"Exports","Israel",704,NA,46000,1090940
2016,201604,"Exports","Egypt",704,926787,252685,926787
2016,201612,"Exports","Israel",704,NA,213000,1090940
2016,201603,"Exports","Israel",704,NA,342000,1090940
2016,201612,"Exports","Ukraine",704,41,11,41
2016,201612,"Exports","Egypt",704,196923,92622,196923
2016,201610,"Exports","TFYR of Macedonia",704,39886,28036,39886
2016,201606,"Exports","Egypt",704,29090,19257,29090
2016,201602,"Exports","TFYR of Macedonia",704,27627,14527,27627
2016,201610,"Exports","Ukraine",704,139,33,139
2016,201607,"Exports","TFYR of Macedonia",704,21350,6048,21350
2016,201604,"Exports","Ukraine",704,58,25,58
2016,201602,"Exports","Israel",704,NA,598000,1090940
2016,201611,"Exports","Ukraine",704,101,54,101
2016,201601,"Exports","Egypt",704,136535,107651,136535
2016,201608,"Exports","Ukraine",704,10,1,10
2016,201602,"Imports","Belarus",704,19511,5700,19511
2016,201607,"Exports","Belarus",704,1519322,144100,1519322
2016,201610,"Exports","Serbia",704,21547,8260,21547
2016,201603,"Imports","Belarus",704,35950,11300,35950
2016,201609,"Imports","Belarus",704,56,100,56
2016,201603,"Exports","Serbia",704,96427,115451,96427
2016,201609,"Exports","Belarus",704,2643671,370500,2643671
2016,201605,"Exports","Serbia",704,551262,298560,551262
2016,201606,"Imports","Belarus",704,77060,13800,77060
2016,201609,"Exports","India",704,32400,18803,32400
2016,201605,"Imports","Belarus",704,169843,43100,169843
2016,201612,"Exports","Belarus",704,14035200,1976700,14035200
2016,201606,"Exports","Belarus",704,1526471,189000,1526471
2016,201602,"Exports","Serbia",704,185779,187682,185779
2016,201604,"Exports","India",704,37800,9549,37800
2016,201610,"Exports","Belarus",704,10621038,1691500,10621038
2016,201603,"Exports","Egypt",704,341553,114828,341553
2016,201604,"Exports","TFYR of Macedonia",704,1707305,511851,1707305
2016,201606,"Exports","Ukraine",704,22,8,22
2016,201609,"Exports","TFYR of Macedonia",704,10852,7946,10852
2016,201604,"Exports","Israel",704,NA,257000,1090940
2016,201609,"Exports","Ukraine",704,20,5,20
2016,201611,"Exports","TFYR of Macedonia",704,83701,55219,83701
2016,201612,"Exports","TFYR of Macedonia",704,52173,29399,52173
2016,201611,"Exports","Egypt",704,59255,25857,59255
2016,201605,"Exports","Egypt",704,131690,49070,131690
2016,201602,"Exports","Egypt",704,293450,126418,293450
2016,201601,"Exports","Ukraine",704,40,40,40
2016,201603,"Exports","TFYR of Macedonia",704,501814,155993,501814
2016,201607,"Exports","Kazakhstan",704,90000,22803,90000
2016,201607,"Imports","Kazakhstan",704,3356,3015,3356
2016,201601,"Imports","Kazakhstan",704,4219,3244,4219
2016,201605,"Exports","Azerbaijan",704,10400,2184,10400
2016,201605,"Exports","Kyrgyzstan",704,34425,11360,34425
2016,201612,"Exports","Armenia",704,9400,1474,9400
2016,201603,"Exports","Armenia",704,149286,39544,149286
2016,201608,"Exports","",704,4,26,4
2016,201611,"Exports","Azerbaijan",704,1518,1989,1518
2016,201609,"Imports","Kazakhstan",704,2070,1298,2070
2016,201606,"Exports","Kazakhstan",704,212047,36593,212047
2016,201606,"Imports","Kazakhstan",704,1316,277,1316
2016,201611,"Imports","Kazakhstan",704,2728,685,2728
2016,201606,"Exports","Kyrgyzstan",704,334200,110364,334200
2016,201603,"Exports","Kyrgyzstan",704,38400,12096,38400
2017,201707,"Exports","Netherlands",704,4,6,4
2017,201701,"Exports","",704,95565,62885,95565
2017,201708,"Imports","Belarus",704,18000,4200,18000
2017,201707,"Exports","Belarus",704,0,972300,0
2017,201707,"Imports","Belarus",704,19015,3200,19015
2017,201709,"Exports","Belarus",704,0,454000,0
2017,201704,"Exports","Netherlands",704,900,2625,900
2017,201711,"Exports","Belarus",704,0,1615600,0
2017,201702,"Exports","Belarus",704,0,1622500,0
2017,201705,"Exports","Belarus",704,0,302000,0
2017,201703,"Exports","Belarus",704,0,1694100,0
2017,201703,"Imports","Belarus",704,18000,4100,18000
2017,201702,"Exports","",704,98009,64493,98009
2017,201706,"Exports","",704,219626,144520,219626
2017,201701,"Exports","Belarus",704,0,1083000,0
2017,201712,"Exports","Belarus",704,0,2073200,0
2017,201710,"Exports","Belarus",704,0,1589900,0
2017,201712,"Imports","Belarus",704,48,100,48
2017,201711,"Imports","Belarus",704,38188,24900,38188
2017,201709,"Imports","Belarus",704,40,100,40
2017,201705,"Imports","Belarus",704,24,100,24
2017,201705,"Exports","",704,90847,59780,90847
2017,201706,"Imports","Belarus",704,56,100,56
2017,201704,"Exports","",704,73759,48536,73759
2017,201702,"Imports","Belarus",704,6000,500,6000
2017,201704,"Exports","Belarus",704,0,1362500,0
2017,201708,"Exports","Belarus",704,0,322500,0
2017,201703,"Exports","",704,64291,42306,64291
2017,201706,"Exports","Belarus",704,0,747700,0
2017,201701,"Exports","Turkey",704,126900,93314,126900
2017,201702,"Exports","Thailand",704,9700,64493,9700
2017,201703,"Exports","Thailand",704,7430,42306,7430
2017,201704,"Exports","Turkey",704,2034585,760470,2034585
2017,201707,"Exports","Turkey",704,46950,11594,46950
2017,201712,"Exports","Turkey",704,296329,209019,296329
2017,201704,"Exports","Thailand",704,8500,48536,8500
2017,201706,"Exports","Thailand",704,11601,72260,11601
2017,201702,"Exports","Turkey",704,239660,144529,239660
2017,201705,"Exports","Thailand",704,10788,59780,10788
2017,201703,"Exports","Turkey",704,107880,102914,107880
2017,201701,"Exports","Thailand",704,9140,62885,9140
2017,201703,"Exports","Lithuania",704,56210,48883,56210
2017,201704,"Exports","Lithuania",704,43905,40533,43905
2017,201705,"Exports","Georgia",704,101809,52729,101809
2017,201711,"Exports","Lithuania",704,1840,1492,1840
2017,201703,"Exports","Georgia",704,15650,14085,15650
2017,201712,"Exports","Lithuania",704,1290,1093,1290
2017,201701,"Exports","Lithuania",704,3650,3685,3650
2017,201705,"Re-exports","Georgia",704,75440,43372,75440
2017,201702,"Exports","Lithuania",704,28330,26837,28330
2017,201704,"Re-exports","Georgia",704,392810,132394,392810
2017,201704,"Exports","Georgia",704,392810,132394,392810
2017,201712,"Exports","Georgia",704,18200,9100,18200
2017,201710,"Exports","Lithuania",704,5060,5049,5060
2017,201703,"Re-exports","Georgia",704,15650,14085,15650
2017,201705,"Exports","Lithuania",704,18595,18838,18595
2017,201704,"Exports","Egypt",704,131157,85464,131157
2017,201704,"Imports","Mongolia",704,7300,1155,7300
2017,201702,"Exports","Ukraine",704,99,36,99
2017,201701,"Exports","Egypt",704,346629,203369,346629
2017,201708,"Exports","Egypt",704,15824,4407,15824
2017,201704,"Exports","Bosnia Herzegovina",704,2712,3785,2712
2017,201710,"Exports","Ukraine",704,17,9,17
2017,201703,"Exports","Bosnia Herzegovina",704,8610,12306,8610
2017,201706,"Imports","TFYR of Macedonia",704,16850,8418,16850
2017,201711,"Exports","Ukraine",704,24,22,24
2017,201704,"Exports","Ukraine",704,15,4,15
2017,201705,"Imports","TFYR of Macedonia",704,28533,15043,28533
2017,201703,"Exports","Ukraine",704,61,11,61
2017,201701,"Imports","Mongolia",704,30000,4140,30000
2017,201712,"Imports","Mongolia",704,77398,11320,77398
2017,201706,"Imports","Mongolia",704,600,547,600
2017,201712,"Exports","Egypt",704,290042,204698,290042
2017,201706,"Exports","Rep. of Moldova",704,43000,9030,43000
2017,201710,"Exports","Belgium",704,4,41,4
2017,201706,"Exports","Egypt",704,18000,13887,18000
2017,201711,"Imports","Mongolia",704,21000,3499,21000
2017,201711,"Exports","China",704,1471826,1029585,1471826
2017,201710,"Exports","Rep. of Korea",704,4474,4672,4474
2017,201711,"Imports","Kazakhstan",704,5947,4814,5947
2017,201712,"Exports","Kazakhstan",704,171779,21431,171779
2017,201704,"Exports","China",704,7007777,4687845,7007777
2017,201703,"Imports","Kazakhstan",704,2681,969,2681
2017,201705,"Exports","Rep. of Korea",704,510,218,510
2017,201707,"Exports","Kazakhstan",704,35633,15714,35633
2017,201712,"Exports","Kyrgyzstan",704,60000,8737,60000
2017,201710,"Exports","China",704,776882,658559,776882
2017,201706,"Exports","China",704,8346398,5535338,8346398
2017,201712,"Exports","Rep. of Korea",704,13128,16274,13128
2017,201703,"Imports","Kyrgyzstan",704,80007,32416,80007
2017,201706,"Imports","Kazakhstan",704,65364,13287,65364
2017,201707,"Exports","China",704,1490970,1004070,1490970
2017,201702,"Exports","Rep. of Korea",704,12453,16266,12453
2017,201702,"Exports","Kyrgyzstan",704,667250,108078,667250
2017,201707,"Exports","Rep. of Korea",704,3647,7398,3647
2017,201709,"Imports","Kazakhstan",704,6521,4711,6521
2017,201711,"Exports","Kazakhstan",704,56933,30903,56933
2017,201711,"Imports","Kyrgyzstan",704,300,439,300
2017,201706,"Exports","Ukraine",704,7,4,7
2017,201711,"Exports","Egypt",704,41410,25365,41410
2017,201705,"Exports","Egypt",704,17120,10324,17120
2017,201705,"Exports","Ukraine",704,36,20,36
2017,201702,"Exports","Egypt",704,586153,418813,586153
2017,201707,"Imports","Mongolia",704,2000,229,2000
2017,201702,"Imports","Mongolia",704,7170,1459,7170
2017,201709,"Exports","Ukraine",704,12,5,12
2017,201703,"Exports","Egypt",704,260777,178906,260777
2017,201704,"Imports","Azerbaijan",704,20000,98397,20000
2017,201710,"Exports","Armenia",704,18701,19740,18701
2017,201705,"Imports","Azerbaijan",704,22770,6831,22770
2017,201710,"Imports","Azerbaijan",704,19900,5970,19900
2017,201703,"Exports","Armenia",704,21617,8101,21617
2017,201705,"Exports","Armenia",704,162727,86846,162727
2017,201705,"Imports","Armenia",704,20300,3788,20300
2017,201707,"Exports","Azerbaijan",704,18505,7402,18505
2017,201711,"Exports","Armenia",704,182054,56672,182054
2017,201704,"Imports","Armenia",704,20000,1066,20000
2017,201704,"Exports","Armenia",704,78598,9492,78598
2017,201703,"Imports","Armenia",704,64000,5877,64000
2017,201703,"Imports","Azerbaijan",704,19800,71604,19800
2017,201708,"Exports","Norway",704,54,140,54
2017,201712,"Exports","Azerbaijan",704,7088,16604,7088
2017,201706,"Exports","Azerbaijan",704,19990,201033,19990
2017,201702,"Imports","Azerbaijan",704,20500,221239,20500
2017,201701,"Imports","Azerbaijan",704,20000,17068,20000
2017,201709,"Exports","Serbia",704,4,18,4
2017,201711,"Exports","Serbia",704,34022,36073,34022
2017,201703,"Exports","Israel",704,1319609,1055000,1319609
2017,201711,"Exports","EU-28",704,1840,1493,1840
2017,201703,"Exports","India",704,81000,53181,81000
2017,201710,"Exports","EU-28",704,5064,5089,5064
2017,201701,"Exports","Israel",704,879323,703000,879323
2017,201712,"Exports","EU-28",704,1290,1092,1290
2017,201704,"Exports","Serbia",704,110323,64080,110323
2017,201701,"Exports","EU-28",704,3650,3685,3650
2017,201707,"Exports","Serbia",704,136012,52191,136012
2017,201705,"Exports","Serbia",704,169952,66879,169952
2017,201706,"Exports","Serbia",704,637549,204532,637549
2017,201704,"Exports","Israel",704,65042,52000,65042
2017,201702,"Exports","EU-28",704,28330,26819,28330
2017,201703,"Exports","EU-28",704,56210,48904,56210
2017,201707,"Exports","EU-28",704,4,6,4
2017,201703,"Exports","Serbia",704,19060,4150,19060
2017,201702,"Exports","Israel",704,940612,752000,940612
2017,201702,"Exports","India",704,72000,40876,72000
2017,201712,"Exports","Israel",704,352730,282000,352730
2017,201701,"Exports","Serbia",704,81157,46214,81157
2017,201704,"Exports","EU-28",704,44805,43221,44805
2017,201705,"Exports","EU-28",704,18595,18863,18595
2017,201710,"Exports","Serbia",704,121871,103822,121871
2017,201712,"Exports","Serbia",704,60518,36556,60518
2017,201703,"Exports","Kazakhstan",704,374258,14500,374258
2017,201708,"Exports","China",704,363096,255148,363096
2017,201701,"Exports","Kyrgyzstan",704,39800,7103,39800
2017,201708,"Imports","Kyrgyzstan",704,100,141,100
2017,201707,"Exports","Kyrgyzstan",704,84385,25350,84385
2017,201709,"Exports","China",704,352870,259014,352870
2017,201711,"Exports","Kyrgyzstan",704,19000,5557,19000
2017,201708,"Exports","Kyrgyzstan",704,396000,115824,396000
2017,201712,"Exports","China",704,1784641,1263441,1784641
2017,201701,"Exports","China",704,2106173,1708764,2106173
2017,201703,"Exports","China",704,5997660,4016433,5997660
2017,201704,"Imports","Kyrgyzstan",704,50,79,50
2017,201706,"Exports","Kyrgyzstan",704,602420,203926,602420
2017,201712,"Imports","Kazakhstan",704,4800,3169,4800
2017,201709,"Exports","Kyrgyzstan",704,180450,53524,180450
2017,201701,"Exports","Kazakhstan",704,174699,80384,174699
2017,201704,"Exports","Kyrgyzstan",704,437600,115841,437600
2017,201701,"Imports","Kazakhstan",704,4926,2501,4926
2017,201703,"Exports","Kyrgyzstan",704,549390,103182,549390
2017,201702,"Imports","Kazakhstan",704,4273,4452,4273
2017,201702,"Exports","Kazakhstan",704,134659,108784,134659
2017,201702,"Exports","China",704,3521724,2385441,3521724
2017,201705,"Exports","Kyrgyzstan",704,600108,191836,600108
2017,201706,"Exports","Kazakhstan",704,349967,132952,349967
2017,201704,"Imports","Kazakhstan",704,2507,2202,2507
2017,201704,"Exports","Kazakhstan",704,2021137,59182,2021137
2017,201710,"Imports","Kyrgyzstan",704,100,151,100
2017,201707,"Imports","Kazakhstan",704,4137,2048,4137
2017,201705,"Exports","Kazakhstan",704,1231067,305813,1231067
2017,201705,"Imports","Kazakhstan",704,42677,8512,42677
2017,201708,"Imports","Kazakhstan",704,5131,866,5131
2017,201705,"Exports","China",704,5979111,3991739,5979111
2017,201710,"Exports","Kazakhstan",704,1820300,235031,1820300
2017,201710,"Imports","Kazakhstan",704,1949,267,1949
2018,201810,"Exports","Serbia",704,162,486,162
2018,201801,"Exports","Serbia",704,53684,52805,53684
2018,201809,"Exports","Serbia",704,13,53,13
2018,201804,"Exports","Serbia",704,88575,45179,88575
2018,201802,"Exports","Serbia",704,37168,32508,37168
2018,201811,"Exports","Serbia",704,324,1112,324
2018,201810,"Exports","India",704,60,23,60
2018,201805,"Exports","Serbia",704,7600,4643,7600
2018,201803,"Exports","Serbia",704,71075,33547,71075
2018,201811,"Exports","Georgia",704,50,45,50
2018,201803,"Re-exports","Georgia",704,20000,7000,20000
2018,201803,"Exports","Georgia",704,20000,7000,20000
2018,201810,"Exports","South Africa",704,20,169,20
2018,201811,"Exports","South Africa",704,18,181,18
2018,201812,"Exports","South Africa",704,8,75,8
2018,201801,"Exports","Georgia",704,18200,9100,18200
2018,201812,"Exports","EU-28",704,17190,23491,17190
2018,201804,"Exports","EU-28",704,50482,42577,50482
2018,201809,"Exports","EU-28",704,4090,5026,4090
2018,201810,"Exports","EU-28",704,19735,15272,19735
2018,201808,"Exports","EU-28",704,1810,1511,1810
2018,201809,"Exports","Netherlands",704,720,1049,720
2018,201802,"Exports","EU-28",704,13010,14374,13010
2018,201801,"Exports","EU-28",704,4710,2966,4710
2018,201805,"Exports","EU-28",704,11699,15074,11699
2018,201803,"Exports","EU-28",704,13430,9363,13430
2018,201811,"Imports","Mongolia",704,6691,1212,6691
2018,201808,"Imports","Mongolia",704,5360,871,5360
2018,201804,"Imports","Mongolia",704,28460,4136,28460
2018,201801,"Imports","Mongolia",704,41832,6625,41832
2018,201801,"Exports","Rep. of Moldova",704,39780,16092,39780
2018,201806,"Imports","Mongolia",704,35022,7374,35022
2018,201812,"Imports","Mongolia",704,32500,5913,32500
2018,201805,"Imports","Mongolia",704,124600,33570,124600
2018,201802,"Imports","Mongolia",704,47200,6971,47200
2018,201807,"Imports","Mongolia",704,500,194,500
2018,201802,"Exports","Rep. of Moldova",704,105250,54423,105250
2018,201803,"Imports","Mongolia",704,45500,11542,45500
2018,201801,"Exports","Lithuania",704,4710,2962,4710
2018,201802,"Exports","Turkey",704,754120,527048,754120
2018,201812,"Exports","Brazil",704,30,38,30
2018,201809,"Exports","Thailand",704,642,3272,642
2018,201810,"Exports","Lithuania",704,19735,15282,19735
2018,201805,"Exports","Lithuania",704,11699,15107,11699
2018,201808,"Exports","Thailand",704,62,318,62
2018,201808,"Exports","Switzerland",704,5000,16875,5000
2018,201808,"Exports","Lithuania",704,1810,1510,1810
2018,201812,"Exports","Lithuania",704,17190,23483,17190
2018,201810,"Exports","Thailand",704,333,1705,333
2018,201803,"Exports","Turkey",704,791610,333029,791610
2018,201812,"Exports","Turkey",704,44773,40015,44773
2018,201804,"Exports","Turkey",704,252930,174548,252930
2018,201809,"Exports","Lithuania",704,3370,3978,3370
2018,201811,"Exports","Turkey",704,6240,4135,6240
2018,201801,"Exports","Turkey",704,789810,630841,789810
2018,201802,"Exports","Lithuania",704,13010,14396,13010
2018,201812,"Exports","Thailand",704,1128,5492,1128
2018,201811,"Exports","Thailand",704,446,2283,446
2018,201804,"Exports","Lithuania",704,50482,42573,50482
2018,201810,"Exports","Turkey",704,3980,2345,3980
2018,201803,"Exports","Lithuania",704,13430,9355,13430
2018,201810,"Exports","",704,2278,1705,2278
2018,201809,"Exports","",704,4373,3272,4373
2018,201811,"Exports","",704,3051,2283,3051
2018,201812,"Exports","",704,7340,5492,7340
2018,201808,"Exports","",704,425,318,425
2018,201811,"Imports","Kazakhstan",704,381,1273,381
2018,201812,"Exports","Kazakhstan",704,53,497,53
2018,201812,"Imports","Kazakhstan",704,1228,2291,1228
2018,201807,"Exports","Kyrgyzstan",704,500,1029,500
2018,201804,"Imports","Kazakhstan",704,10749,3773,10749
2018,201804,"Exports","Kazakhstan",704,6912229,272554,6912229
2018,201811,"Exports","Kazakhstan",704,16,1731,16
2018,201802,"Exports","Rep. of Korea",704,13808,20580,13808
2018,201803,"Exports","Kazakhstan",704,2925793,25506,2925793
2018,201803,"Imports","Kazakhstan",704,13393,6063,13393
2018,201801,"Exports","Kazakhstan",704,364784,4012,364784
2018,201801,"Imports","Kazakhstan",704,3738,2935,3738
2018,201804,"Exports","Kyrgyzstan",704,664500,178693,664500
2018,201810,"Imports","Kazakhstan",704,817,1781,817
2018,201810,"Exports","Kazakhstan",704,30,2714,30
2018,201803,"Exports","Kyrgyzstan",704,410186,108478,410186
2018,201805,"Exports","Kyrgyzstan",704,695400,200956,695400
2018,201807,"Imports","Kazakhstan",704,1966,3745,1966
2018,201807,"Exports","Kazakhstan",704,3674,472977,3674
2018,201805,"Imports","Kazakhstan",704,2635,4696,2635
2018,201806,"Imports","Kazakhstan",704,1783,4819,1783
2018,201801,"Exports","Belarus",704,0,2138900,0
2018,201803,"Exports","Belarus",704,0,2730700,0
2018,201806,"Imports","Belarus",704,173821,18800,173821
2018,201807,"Imports","Belarus",704,1418,500,1418
2018,201803,"Exports","Ukraine",704,40,20,40
2018,201812,"Exports","Belarus",704,0,1512600,0
2018,201810,"Imports","Belarus",704,56991,2900,56991
2018,201812,"Exports","Egypt",704,491126,294630,491126
2018,201812,"Imports","Belarus",704,56,100,56
2018,201807,"Exports","Belarus",704,0,500200,0
2018,201802,"Exports","Ukraine",704,87,34,87
2018,201805,"Exports","TFYR of Macedonia",704,65742,32448,65742
2018,201806,"Exports","Belarus",704,0,483900,0
2018,201808,"Exports","Ukraine",704,6,3,6
2018,201802,"Exports","TFYR of Macedonia",704,281801,113121,281801
2018,201809,"Exports","Ukraine",704,8,7,8
2018,201807,"Exports","Ukraine",704,25,12,25
2018,201804,"Exports","Egypt",704,720979,541564,720979
2018,201809,"Exports","TFYR of Macedonia",704,1593,1670,1593
2018,201804,"Exports","Belarus",704,0,1047100,0
2018,201810,"Exports","Belarus",704,0,768600,0
2018,201801,"Exports","Azerbaijan",704,8746,24890,8746
2018,201803,"Exports","Azerbaijan",704,19000,13300,19000
2018,201807,"Exports","Azerbaijan",704,1220,610,1220
2018,201801,"Exports","Israel",704,662859,496000,662859
2018,201811,"Exports","Armenia",704,105317,58321,105317
2018,201806,"Exports","Azerbaijan",704,19920,15936,19920
2018,201801,"Exports","Armenia",704,14750,3884,14750
2018,201803,"Exports","Israel",704,843274,631000,843274
2018,201805,"Exports","Armenia",704,412650,45059,412650
2018,201803,"Exports","Armenia",704,499988,120036,499988
2018,201804,"Exports","Israel",704,101567,76000,101567
2018,201806,"Exports","Armenia",704,149494,41769,149494
2018,201812,"Exports","Azerbaijan",704,65700,114666,65700
2018,201802,"Exports","Armenia",704,147329,41880,147329
2018,201812,"Exports","Armenia",704,48000,44447,48000
2018,201802,"Exports","Israel",704,863320,646000,863320
2018,201804,"Exports","Armenia",704,52695,6188,52695
2018,201802,"Exports","Azerbaijan",704,20000,8000,20000
2018,201810,"Exports","Armenia",704,368146,136395,368146
2018,201812,"Exports","Norway",704,210,190,210
2018,201808,"Exports","Norway",704,21,362,21
2018,201801,"Imports","Belarus",704,48,100,48
2018,201811,"Imports","Belarus",704,140096,10100,140096
2018,201805,"Exports","Egypt",704,172456,116241,172456
2018,201810,"Exports","Egypt",704,16000,17856,16000
2018,201801,"Exports","Ukraine",704,32,15,32
2018,201809,"Exports","Belarus",704,0,472300,0
2018,201805,"Imports","Belarus",704,434590,57700,434590
2018,201809,"Imports","Belarus",704,1866,1200,1866
2018,201803,"Imports","Belarus",704,88,200,88
2018,201810,"Exports","Ukraine",704,10,5,10
2018,201804,"Exports","TFYR of Macedonia",704,449249,133713,449249
2018,201806,"Exports","Egypt",704,442200,189891,442200
2018,201803,"Exports","TFYR of Macedonia",704,997651,303257,997651
2018,201812,"Exports","Ukraine",704,20,15,20
2018,201808,"Imports","Belarus",704,1947,900,1947
2018,201810,"Exports","TFYR of Macedonia",704,11805,9185,11805
2018,201811,"Exports","Belarus",704,0,1314700,0
2018,201801,"Exports","Egypt",704,1069530,751721,1069530
2018,201812,"Exports","TFYR of Macedonia",704,45658,33346,45658
2018,201805,"Exports","Belarus",704,0,490100,0
2018,201804,"Imports","Belarus",704,76449,5600,76449
2018,201811,"Exports","Ukraine",704,34,18,34
2018,201811,"Exports","Egypt",704,92724,87276,92724
2018,201803,"Exports","Egypt",704,648974,593371,648974
2018,201805,"Exports","Ukraine",704,18,7,18
2018,201808,"Exports","Belarus",704,0,879900,0
2018,201802,"Exports","Egypt",704,638390,410016,638390
2018,201811,"Exports","TFYR of Macedonia",704,22717,19832,22717
2018,201801,"Exports","TFYR of Macedonia",704,80506,55442,80506
2018,201802,"Exports","Belarus",704,0,2699100,0
2018,201808,"Imports","Kazakhstan",704,229,1362,229
2018,201801,"Imports","Kyrgyzstan",704,100,146,100
2018,201809,"Imports","Kazakhstan",704,3094,4934,3094
2018,201806,"Exports","Rep. of Korea",704,27000,41162,27000
2018,201808,"Exports","Kazakhstan",704,1136,174543,1136
2018,201802,"Exports","Kyrgyzstan",704,280391,58171,280391
2018,201805,"Exports","Kazakhstan",704,7548,2823637,7548
2018,201806,"Exports","Kazakhstan",704,6495,1171874,6495
2018,201802,"Exports","Kazakhstan",704,727828,6993,727828
2018,201802,"Imports","Kazakhstan",704,9161,7240,9161
2018,201810,"Exports","Rep. of Korea",704,15880,31457,15880
2018,201812,"Exports","Kyrgyzstan",704,18640,4075,18640
2018,201811,"Exports","Kyrgyzstan",704,40000,11662,40000
2019,201910,"Exports","Netherlands",704,32,221,32
2019,201905,"Exports","Netherlands",704,24,237,24
2019,201903,"Exports","South Africa",704,25,119,25
2019,201911,"Exports","South Africa",704,457,3585,457
2019,201908,"Exports","South Africa",704,581,3810,581
2019,201907,"Exports","South Africa",704,176,1263,176
2019,201912,"Exports","South Africa",704,369,2528,369
2019,201904,"Exports","South Africa",704,5,18,5
2019,201909,"Exports","South Africa",704,270,1735,270
2019,201906,"Exports","South Africa",704,179,1317,179
2019,201901,"Exports","South Africa",704,51,607,51
2019,201910,"Exports","South Africa",704,256,1878,256
2019,201904,"Exports","Lithuania",704,19653,21968,19653
2019,201909,"Exports","Lithuania",704,1550,1197,1550
2019,201903,"Exports","Lithuania",704,45120,42235,45120
2019,201907,"Exports","Lithuania",704,2412,1815,2412
2019,201912,"Exports","Lithuania",704,25140,38041,25140
